X1,GEO.id2,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,GEO.display.label,Median_house_value,Total_units,Vacant_units,Median_rooms,Mean_household_size_owners,Mean_household_size_renters,Built_2005_or_later,Built_2000_to_2004,Built_1990s,Built_1980s,Built_1970s,Built_1960s,Built_1950s,Built_1940s,Built_1939_or_earlier,Bedrooms_0,Bedrooms_1,Bedrooms_2,Bedrooms_3,Bedrooms_4,Bedrooms_5_or_more,Owners,Renters,Median_household_income,Mean_household_income
6894,6083002606,6,83,2606,3344,34.752344,-120.532409,"Census Tract 26.06, Santa Barbara County, California",,1266,223,5.7,,3.25,6.9,13.5,44,7.1,7.7,11.7,9.2,0,0,1.1,0,20.7,62.2,16,0,0,100,56139,62938
3600,6043000301,6,43,301,3743,37.456944,-119.864283,"Census Tract 3.01, Mariposa County, California",234900,1983,370,5.2,2.22,2.26,3.3,8,23.5,20,23.8,6.4,8.4,1.6,5.1,0,8.5,32.5,53.6,5.4,0,67.4,32.6,55346,59979
4300,6059099220,6,59,99220,5115,33.653207,-117.981584,"Census Tract 992.20, Orange County, California",535400,2349,267,4.9,2.44,1.93,0,1.8,10.9,8.1,35,40.9,1.6,0.9,0.9,1.3,19.4,26.7,34.9,15.6,2.1,67.1,32.9,85667,88105
2265,6037401902,6,37,401902,5711,34.100144,-117.725544,"Census Tract 4019.02, Los Angeles County, California",612600,2801,219,4.5,2.34,1.84,3.1,2.6,3.3,2.4,8.3,18.5,30.6,6.8,24.4,2.2,24.7,37.8,24.3,9.2,1.8,40.2,59.8,71898,91337
3570,6041116000,6,41,116000,3070,37.980528,-122.574514,"Census Tract 1160, Marin County, California",738200,1325,51,5.5,2.36,2.02,0.8,0.2,0.9,3.4,6.5,18.3,9.7,13.1,47.1,1.9,12.7,35.9,36.3,10.4,2.8,63.9,36.1,78542,107277
7864,6111002000,6,111,2000,2577,34.282727,-119.271421,"Census Tract 20, Ventura County, California",871800,1199,111,5.8,2.3,1.87,0,3.9,2.8,6.9,6.5,11.8,26,7.6,34.4,1.2,16.6,24.7,42.3,8.8,6.4,73.2,26.8,105250,127495
109,6001410400,6,1,410400,3792,37.741093,-122.162165,"Census Tract 4104, Alameda County, California",271400,1397,123,5.1,3.2,3.58,0,15.5,1.8,1.9,3.8,7.2,16.4,18.1,35.2,3.8,11.1,39.2,37.7,7.4,0.9,65.8,34.2,44746,69077
1289,6037117301,6,37,117301,3851,34.241649,-118.489845,"Census Tract 1173.01, Los Angeles County, California",441200,1256,41,6.1,3.02,3.96,0,0,0,1.3,2.1,25,69,2.6,0,0,0,6,65.1,27.2,1.7,87.6,12.4,80536,86018
3089,6037576501,6,37,576501,3369,33.771988,-118.178647,"Census Tract 5765.01, Los Angeles County, California",291900,1618,206,3.4,1.66,2.17,0,0,0.7,8.4,14.2,23.3,18,8.7,26.7,10.6,56.4,29.5,3.6,0,0,12,88,42192,45986
4209,6059086305,6,59,86305,4006,33.829036,-117.880044,"Census Tract 863.05, Orange County, California",480600,1172,0,6.7,3.44,4.52,0,0.8,0,1.7,33.3,52.6,9,1.2,1.5,0,0,4.2,37,45.6,13.1,87.5,12.5,83627,95167
510,6013333200,6,13,333200,5926,37.969103,-121.985681,"Census Tract 3332, Contra Costa County, California",457400,2293,104,6.3,2.76,2.89,0,1.6,3.5,8.8,15.7,57.3,11,0.7,1.4,0,8.8,9.9,39.8,38,3.5,78.6,21.4,93886,101673
4076,6059062644,6,59,62644,8249,33.622956,-117.857669,"Census Tract 626.44, Orange County, California",,3415,267,5.2,3.09,1.96,2.3,17.2,20.6,12.7,38.9,8.3,0,0,0,1.4,18.6,28.7,17,21.6,12.8,43.6,56.4,118424,192502
1209,6037106020,6,37,106020,5557,34.321132,-118.427479,"Census Tract 1060.20, Los Angeles County, California",413400,1413,174,6.3,3.99,5.7,0,5.9,7.5,8.9,13.9,18.8,35.2,5.7,4.1,0.6,0,15,51.5,26.9,6.1,84.3,15.7,81067,89394
3388,6037910208,6,37,910208,6340,34.594507,-118.156961,"Census Tract 9102.08, Los Angeles County, California",254800,1945,157,6.5,3.95,3.69,4.7,13.7,23.9,30.2,3.9,2.4,21.2,0,0,2.7,4.4,5.5,38.5,37.9,11,70.7,29.3,63217,77884
9159,42039111200,42,39,111200,2350,41.632001,-79.681328,"Census Tract 1112, Crawford County, Pennsylvania",72700,1120,155,6.2,2.36,2.38,0,0,1.9,1.3,7.4,6.9,6.2,18.8,57.6,0.5,11.4,20.4,49.6,13.6,4.5,65.9,34.1,43472,50158
8953,42027010900,42,27,10900,7187,40.835256,-77.63931,"Census Tract 109, Centre County, Pennsylvania",169200,3122,367,6.1,2.6,2.32,2.5,8.4,14.5,10.2,18.9,8.1,7.5,3.8,26.1,0.4,7.6,22,55,11.1,3.9,81.6,18.4,53911,64550
6891,6083002404,6,83,2404,7800,34.942685,-120.446948,"Census Tract 24.04, Santa Barbara County, California",197500,1795,93,3.7,5.41,4.69,0.6,4.3,5.3,22.8,32.2,23.3,6.9,3.1,1.6,5.9,30.1,41.6,16.2,5.7,0.5,17.6,82.4,40741,45706
2802,6037535300,6,37,535300,6251,33.961128,-118.237481,"Census Tract 5353, Los Angeles County, California",281600,1480,56,4.5,4.6,4.11,1.3,2,3.8,1.1,4.1,5.9,13,18,50.8,10.7,17.2,32.5,34.9,4.5,0.1,40.8,59.2,38184,45328
9955,42079210900,42,79,210900,1516,41.316405,-75.792276,"Census Tract 2109, Luzerne County, Pennsylvania",84200,758,44,5.3,2.26,1.64,0.7,0,0,5.8,0.8,2.9,14,13.3,62.5,0,26.3,21.2,35.4,14.1,3,60.6,39.4,31638,38199
3460,6037920110,6,37,920110,5010,34.445272,-118.542759,"Census Tract 9201.10, Los Angeles County, California",602800,1593,13,6,3.55,2.51,1,10.2,79.5,6.1,2.9,0.3,0,0,0,0,10.2,21.7,24.5,28.6,15.1,70.3,29.7,106657,127464
8321,42003475101,42,3,475101,4702,40.347606,-80.040505,"Census Tract 4751.01, Allegheny County, Pennsylvania",120200,2365,282,5.2,2.43,1.43,0,1.9,15.2,7.6,14.3,15.6,22.4,9.1,13.9,2.4,24,30.7,33.1,9.2,0.6,62.3,37.7,48223,62117
5417,6071002604,6,71,2604,5723,34.036307,-117.492357,"Census Tract 26.04, San Bernardino County, California",252700,1444,154,5.5,3.68,4.71,1.4,3.9,10.9,74.2,5.7,0,3.3,0,0.6,0,0,11,78.2,10.8,0,84.1,15.9,65672,68870
9300,42045401401,42,45,401401,2114,39.939883,-75.298992,"Census Tract 4014.01, Delaware County, Pennsylvania",162200,931,15,6.2,2.56,2.21,6.3,0,0,3.4,0,8.7,28.6,30,23,1.9,3.8,13.4,80.5,0.4,0,72.9,27.1,72143,78266
4043,6059052525,6,59,52525,15473,33.716409,-117.77753,"Census Tract 525.25, Orange County, California",735400,5743,235,4.9,3.16,2.23,13.4,34.7,9.3,24.6,17,0.5,0.6,0,0,1.6,19.5,28.6,23.2,23.8,3.3,52.4,47.6,89934,113386
10053,42081011000,42,81,11000,4615,41.253448,-76.916149,"Census Tract 110, Lycoming County, Pennsylvania",124800,2307,119,5.9,2.1,2.14,1.5,1,1.3,4,8.4,14.8,33.6,13.6,21.8,0,3.5,29,48.9,17.3,1.2,66.1,33.9,42117,50572
8398,42003518001,42,3,518001,3391,40.4285,-79.859936,"Census Tract 5180.01, Allegheny County, Pennsylvania",138500,1700,128,6.4,2.29,1.77,0,4.6,3.5,6.8,6.8,10.5,22.5,14.1,31.1,7.3,4.5,14.6,50.8,18.9,3.8,83.2,16.8,64853,77100
3915,6059021913,6,59,21913,8140,33.793155,-117.807267,"Census Tract 219.13, Orange County, California",489600,2015,20,5.9,4.46,6.31,0,2.3,10.9,3.8,27.3,38.9,9.1,1.7,6,0,2.3,18.4,35.3,30.6,13.4,67.3,32.7,89458,103810
235,6001437300,6,1,437300,3111,37.635997,-122.093488,"Census Tract 4373, Alameda County, California",367200,890,33,5.2,4.06,3.09,4.7,0,0,6,19.6,12.8,49.4,5.8,1.7,0,6.3,23.4,58.8,11.2,0.3,52.9,47.1,53068,73938
2541,6037462500,6,37,462500,6039,34.165422,-118.105517,"Census Tract 4625, Los Angeles County, California",644700,2494,270,5.3,2.63,2.36,0.8,0,6.7,4.9,0,10.1,13.5,23.9,40.3,1.9,9.7,36.1,41.7,9.7,0.9,66.5,33.5,88976,107974
3620,6045011600,6,45,11600,5802,39.138206,-123.204066,"Census Tract 116, Mendocino County, California",271200,2389,158,3.9,2.74,2.49,2,3,13,18.1,19.3,16.1,13.5,6.5,8.5,6.7,35.5,37.3,15.4,3.8,1.2,27.6,72.4,35543,44416
3262,6037670326,6,37,670326,3807,33.7862,-118.40111,"Census Tract 6703.26, Los Angeles County, California",,1455,89,7.9,2.77,4.05,1.6,1.2,12.6,5.6,19.2,21.7,32.7,4.7,0.6,0,0.5,8.6,20.5,41.8,28.5,97.1,2.9,156750,252451
3091,6037576503,6,37,576503,4454,33.772075,-118.169703,"Census Tract 5765.03, Los Angeles County, California",277800,1895,121,3.3,2.04,2.2,0,0,3,7.5,13,12.6,17.7,8.9,37.2,12.9,48.5,33.2,5.3,0,0,14.4,85.6,34097,41834
4399,6059110118,6,59,110118,2668,33.820399,-118.049613,"Census Tract 1101.18, Orange County, California",882900,760,4,7.8,4.02,3.03,0,4.1,80.1,7.8,8,0,0,0,0,0,0,0,13.2,62.8,24.1,95.5,4.5,155789,172869
3943,6059032033,6,59,32033,3624,33.646892,-117.640749,"Census Tract 320.33, Orange County, California",447600,1492,70,4.2,2.32,2.23,0,1.1,9.5,70.4,14.2,2.5,0.8,1.4,0,0.4,20.2,49.6,26.5,3.3,0,49.4,50.6,87315,96313
577,6013355111,6,13,355111,6343,37.978181,-121.776021,"Census Tract 3551.11, Contra Costa County, California",326700,1918,93,6.7,3.58,4.56,3,28.3,38.3,27,2.7,0.7,0,0,0,0,0.8,10,23.5,40.9,24.9,73.7,26.3,98998,107344
10976,42119980800,42,119,980800,2732,40.956331,-76.883966,"Census Tract 9808, Union County, Pennsylvania",167100,37,0,5.2,1.3,,0,0,0,73,0,0,27,0,0,0,0,0,100,0,0,100,0,45787,
4083,6059062702,6,59,62702,4713,33.596065,-117.868662,"Census Tract 627.02, Orange County, California",,2609,247,4.7,2.2,1.8,4.6,2.2,5.6,6.8,8,22.7,27.1,18.2,4.8,6.2,15.3,40.6,24.8,8.9,4.3,42.5,57.5,84971,182972
1841,6037221120,6,37,221120,3373,34.042049,-118.28811,"Census Tract 2211.20, Los Angeles County, California",443600,887,72,2.9,6.44,3.88,0,0,1.8,6.3,11.2,15,24,3.3,38.4,9.2,48,21.4,15.9,5.4,0,16.3,83.7,31979,45586
1725,6037208610,6,37,208610,4195,34.071447,-118.282004,"Census Tract 2086.10, Los Angeles County, California",428600,1478,114,3,3.22,2.8,2.6,4.7,2.9,22.3,16.6,12.2,13.3,6.5,18.8,20.8,40.5,31.5,3.3,3.8,0,17.2,82.8,43125,50104
1362,6037124000,6,37,124000,4550,34.162453,-118.404501,"Census Tract 1240, Los Angeles County, California",722000,2089,97,5.1,2.41,1.68,2.3,4.3,2.2,5.1,14.7,18.8,22.2,17.7,12.7,3.2,22,31.5,29.1,9.6,4.7,58.4,41.6,76007,107272
2488,6037433200,6,37,433200,6163,34.067651,-118.038868,"Census Tract 4332, Los Angeles County, California",355400,1614,47,4.6,4.47,3.52,1.4,0,9.2,7.9,6.2,11.3,29.8,22.9,11.2,0.7,22.5,33.5,29.9,10.5,2.9,46.6,53.4,44421,56605
7710,6101050402,6,101,50402,3970,39.093568,-121.621855,"Census Tract 504.02, Sutter County, California",238100,1323,68,6.5,2.67,2.28,18.4,23.7,4.7,8,26.6,8.2,2.3,3.7,4.2,0,2.9,9.4,47.4,40.3,0,80.7,19.3,67440,66772
1533,6037183221,6,37,183221,3118,34.125086,-118.190584,"Census Tract 1832.21, Los Angeles County, California",483800,1090,28,4.7,2.62,3.92,0,0,0.8,7.8,14.1,15.4,10.7,9.3,41.8,2,7.7,55,24.1,11.1,0,55.5,44.5,64539,75855
3188,6037603801,6,37,603801,4483,33.898729,-118.347991,"Census Tract 6038.01, Los Angeles County, California",340800,1514,138,4.1,2.96,3.33,0,0,5.4,23.5,24.5,25.8,11.3,9,0.5,4.8,11.9,61.6,12.1,9.7,0,20.8,79.2,48962,59473
2987,6037555212,6,37,555212,4561,33.827643,-118.067937,"Census Tract 5552.12, Los Angeles County, California",289900,1310,95,4.3,3.8,4.33,0.9,3.3,6.3,15.6,21.8,14,29.8,3.8,4.4,0,7.3,65.5,23.8,2,1.4,53.9,46.1,44309,50221
1214,6037106403,6,37,106403,3825,34.304859,-118.440364,"Census Tract 1064.03, Los Angeles County, California",322000,873,117,5.6,4.43,4.78,0,0,3.4,0.6,3.2,29.4,39.9,18.1,5.4,2.2,0,18.8,50.9,23.7,4.5,82.3,17.7,60809,67544
2163,6037300502,6,37,300502,6026,34.210936,-118.228067,"Census Tract 3005.02, Los Angeles County, California",552600,2691,184,4.4,2.44,2.31,1.9,3.9,8,12.9,4.3,15.5,15.8,21.3,16.4,0.4,22,46.1,29,1.9,0.6,35.2,64.8,67628,85251
3366,6037900900,6,37,900900,3813,34.752224,-118.240237,"Census Tract 9009, Los Angeles County, California",258900,1413,250,6.4,2.97,2.78,15.1,18,12.5,23.6,18.8,1.8,8.4,1.8,0,1.4,6,10.8,47.8,28.5,5.4,86.4,13.6,76094,75557
1287,6037117201,6,37,117201,4352,34.240372,-118.469558,"Census Tract 1172.01, Los Angeles County, California",467400,1247,40,4.4,3.35,3.86,1.8,19.5,4.3,18.6,22.1,7.1,26.1,0.3,0,4,20.3,27.7,41.1,6.9,0,37.6,62.4,40198,53825
3036,6037572700,6,37,572700,5499,33.800609,-118.213851,"Census Tract 5727, Los Angeles County, California",356700,1392,67,5.2,4.36,4.62,0,0,2.9,6.4,15.4,7.7,11.7,23.1,32.8,0.9,11.9,27.3,40.7,16.4,2.8,70.9,29.1,54029,67554
10734,42101028700,42,101,28700,2507,40.021985,-75.131544,"Census Tract 287, Philadelphia County, Pennsylvania",77400,866,70,5.9,3.06,2.98,0.6,0,9.5,0,18.2,1,9,18,43.6,2.4,10.4,10.6,72.3,4.3,0,46,54,16944,27967
5472,6071004505,6,71,4505,4724,34.17073,-117.284373,"Census Tract 45.05, San Bernardino County, California",214600,1740,142,4.8,2.74,2.39,3.3,0,0,16,13.8,21,33.2,10.9,1.8,1,22.7,28.7,42.1,3.5,2,58.4,41.6,37010,49480
7286,6085512503,6,85,512503,7726,37.026126,-121.60817,"Census Tract 5125.03, Santa Clara County, California",650600,2477,81,7.2,3.3,3.77,3.7,17.9,43.7,21.2,9.6,1.9,0.8,1.3,0,0.6,0,5.6,29.5,50.9,13.4,92.4,7.6,128400,130058
9127,42035030600,42,35,30600,1992,41.135323,-77.438588,"Census Tract 306, Clinton County, Pennsylvania",75900,1105,25,4.3,2.07,2.11,2.7,8.1,2.8,12.6,16.6,10,4.5,2.5,40.1,0,34.5,27.8,21.7,12.8,3.3,18.4,81.6,25600,27843
9,6001400900,6,1,400900,2302,37.839285,-122.280316,"Census Tract 4009, Alameda County, California",439300,1202,80,4.4,2.7,1.92,0,2.2,0.6,5.9,0,5.5,9.1,14.7,62,14.2,20.1,39.4,18.3,5.5,2.5,31.7,68.3,59091,59690
7595,6097153807,6,97,153807,3861,38.555143,-122.786576,"Census Tract 1538.07, Sonoma County, California",508300,1451,28,5.7,3.11,2.36,0,2.1,54.7,21,6.3,3.4,10.5,0.5,1.6,2.9,1,11.9,55.3,24.5,4.4,82.2,17.8,102841,115382
2107,6037278102,6,37,278102,3158,33.958307,-118.44746,"Census Tract 2781.02, Los Angeles County, California",989700,1667,94,4.8,2.24,1.75,1.6,0.5,3.8,13.4,19.1,16.3,32.9,8.2,4.3,1.9,18.5,38.9,29.8,8,2.8,46.2,53.8,116603,157251
5704,6073002902,6,73,2902,5272,32.76061,-117.058786,"Census Tract 29.02, San Diego County, California",406100,2417,171,4.6,2.64,2.3,0,0.7,4.3,11.1,10.3,20.6,20.3,28.3,4.3,2.2,23.4,38.5,32.6,3.4,0,37.8,62.2,50781,61030
4427,6061020601,6,61,20601,6911,38.769784,-121.145481,"Census Tract 206.01, Placer County, California",631400,2784,142,7.5,2.88,4.07,0.6,15.5,10.1,15.8,34.4,10.7,8,0,4.8,0,0,6.3,41.9,41.3,10.5,94.4,5.6,122297,173379
3337,6037800408,6,37,800408,7122,34.023075,-118.805918,"Census Tract 8004.08, Los Angeles County, California",,3420,613,6.2,2.66,2.29,3,1.2,11.1,20.1,27.7,14.8,16.5,5.1,0.4,0,5.5,25,38.6,18.6,12.3,81.4,18.6,136006,261181
3285,6037700802,6,37,700802,4069,34.068777,-118.383121,"Census Tract 7008.02, Los Angeles County, California",,2002,223,4.3,2.21,2.06,0,0.7,0.6,16.1,4,23.2,13.3,7.9,34.1,9.7,20.2,44.9,23.9,0,1.2,27.9,72.1,66979,94787
5205,6067009005,6,67,9005,3165,38.558064,-121.325769,"Census Tract 90.05, Sacramento County, California",192600,1318,12,4.7,2.78,2.17,1.1,3.4,11.3,23.7,50.8,8.6,0,1,0,0.9,15.8,37.8,35.4,10.2,0,48.9,51.1,50428,61075
6581,6077004800,6,77,4800,5423,37.992624,-121.07008,"Census Tract 48, San Joaquin County, California",399300,1974,188,5.4,2.61,3.25,12.3,15.6,8.2,13.4,14.8,11.9,9.5,8.5,5.9,0,5,21.6,52,19.5,2,69.1,30.9,66250,82237
6865,6083001903,6,83,1903,5764,34.600174,-120.139304,"Census Tract 19.03, Santa Barbara County, California",713400,2531,136,5.5,2.31,2.33,0.4,8.2,10.3,36.5,15.5,8.7,14,4.1,2.3,3,10.8,33.9,27.6,21.9,2.8,60.5,39.5,61367,93382
3847,6059001503,6,59,1503,5099,33.912477,-117.907613,"Census Tract 15.03, Orange County, California",572500,1812,102,5.6,3.11,2.83,0,2.3,7.1,6.6,10,39.7,25.2,2.4,6.6,4,13.7,23.8,33.6,22.2,2.7,60.1,39.9,78519,87405
1275,6037115101,6,37,115101,5046,34.239422,-118.511412,"Census Tract 1151.01, Los Angeles County, California",740300,1753,62,7.3,3.06,1.32,0.6,4.4,0.9,3.7,20.4,27,37.1,5.6,0.3,0,3.1,4.9,29.9,40.6,21.4,95.5,4.5,109716,137271
4156,6059075100,6,59,75100,9983,33.753926,-117.879292,"Census Tract 751, Orange County, California",437600,2116,136,4,3.71,4.12,0,0,4.6,1,19.5,5.9,19.4,21.1,28.6,2.6,29.9,31.4,28.1,6.7,1.4,41.6,58.4,45793,59321
11076,42127961200,42,127,961200,4271,41.40011,-75.37973,"Census Tract 9612, Wayne County, Pennsylvania",202600,2903,1248,5.8,2.53,2.62,5.6,6.7,18.8,31.2,18.1,5.9,3.7,0.8,9.2,0.3,2.7,23.6,56,13.7,3.7,80.4,19.6,52724,57682
4566,6065040702,6,65,40702,2746,33.940723,-117.546047,"Census Tract 407.02, Riverside County, California",419400,1036,87,5.9,2.91,3.69,0,3.2,3.5,3.9,21.8,17.9,26.1,9.1,14.7,0,5.7,13.1,54.5,18.1,8.5,77.4,22.6,67868,73778
7040,6085503902,6,85,503902,5440,37.374057,-121.828903,"Census Tract 5039.02, Santa Clara County, California",518900,1570,130,4.9,3.82,3.57,0,5.5,10.6,7.8,21.1,2,33,16.6,3.4,1.5,10.2,32,46.4,8.3,1.6,50.9,49.1,62969,77361
2269,6037402102,6,37,402102,4815,34.085059,-117.745298,"Census Tract 4021.02, Los Angeles County, California",300200,1354,116,5.3,4.01,3.51,0,0.8,3.6,9.9,10.3,31.2,31.7,9.6,2.9,0.6,3.9,25.2,60.3,10,0,66.6,33.4,56293,60482
8411,42003523200,42,3,523200,3922,40.460983,-79.854531,"Census Tract 5232, Allegheny County, Pennsylvania",77200,1902,292,6.1,2.59,2.16,0,0,0,2.7,5.6,10.3,36.5,17.1,27.8,0,4.3,33.6,40.7,20.1,1.3,75.5,24.5,49815,65213
8956,42027011201,42,27,11201,4189,40.880168,-77.826606,"Census Tract 112.01, Centre County, Pennsylvania",158900,1663,32,6,2.53,1.71,9.5,3.8,18,26.2,16.5,8.7,8.3,1.3,7.6,0,2.4,25.9,49.5,18.8,3.3,94.8,5.2,53772,72052
4151,6059074901,6,59,74901,9170,33.742992,-117.878786,"Census Tract 749.01, Orange County, California",365900,1966,164,4.1,5.48,4.53,4.2,1.7,7.1,22,9.2,11.3,27.3,5,12.3,10,26,28.6,26.2,3.3,5.8,31.2,68.8,43273,53276
2615,6037482402,6,37,482402,6971,34.051787,-118.085263,"Census Tract 4824.02, Los Angeles County, California",409400,2177,92,5.1,3.51,3.14,2.7,1.1,1.5,16.3,21.4,20.7,25.2,6.1,5,1.4,4,34.4,40.4,15.5,4.3,56.9,43.1,48926,63670
6041,6073016201,6,73,16201,5843,32.812674,-116.990841,"Census Tract 162.01, San Diego County, California",538900,2190,0,6.4,2.56,3.55,1.1,0.8,2.6,13.9,38.8,20.2,21.1,0,1.5,0,2.2,7.8,52.4,33.1,4.5,78.3,21.7,84938,109811
4189,6059075812,6,59,75812,6573,33.807047,-117.829984,"Census Tract 758.12, Orange County, California",518600,1917,15,4.8,2.76,4.13,0,1.8,3,0.8,36.2,35.3,17,2.5,3.5,0.6,20.1,22.8,25.2,29.1,2.2,54.3,45.7,61556,80487
9165,42039111800,42,39,111800,5630,41.625266,-80.206458,"Census Tract 1118, Crawford County, Pennsylvania",107300,2824,156,5.7,2.18,1.88,3.3,9.8,14.6,5.2,20,11.5,10.2,10.9,14.5,0.5,7.8,32.7,47.7,9.5,1.8,74.9,25.1,47532,61340
3121,6037600601,6,37,600601,2461,33.94171,-118.322258,"Census Tract 6006.01, Los Angeles County, California",424300,1034,192,5.5,2.83,2.28,0,5.7,0.8,1.8,6.4,12.4,45.3,26,1.6,0,12.8,23.3,49.5,9.3,5.1,71.9,28.1,65083,76543
10917,42109070300,42,109,70300,6026,40.809795,-77.060581,"Census Tract 703, Snyder County, Pennsylvania",110300,2386,149,5.9,2.57,2.18,1.8,5.2,12.5,11.8,16.4,9.1,10.2,6.3,26.7,0.6,9,24.9,44.2,15.3,6.1,74.2,25.8,40195,48259
3057,6037574300,6,37,574300,5795,33.798672,-118.116407,"Census Tract 5743, Los Angeles County, California",588700,2201,105,5.9,2.79,2.07,1.1,0,0.7,2.3,0.4,7,78.9,8.3,1.3,0.4,6.4,13.3,58.6,19.3,2.1,85.3,14.7,96700,116891
1671,6037201402,6,37,201402,4311,34.067816,-118.186881,"Census Tract 2014.02, Los Angeles County, California",377900,1459,68,5,3.49,3.68,0,0,7.6,10.5,3.5,6.1,26.1,36.3,9.9,2.7,17.5,32.6,35.4,6.8,4.9,63.3,36.7,44095,60644
2783,6037534203,6,37,534203,3204,33.958338,-118.1547,"Census Tract 5342.03, Los Angeles County, California",264200,910,47,4,4.46,3.69,13.2,2.2,12.1,5.8,13.3,9.9,27.3,13.7,2.5,6.3,22.3,54.5,11.5,5.4,0,23.5,76.5,37306,42694
1953,6037238320,6,37,238320,3787,33.96264,-118.286758,"Census Tract 2383.20, Los Angeles County, California",317600,1107,138,3.6,4.3,3.39,0,0,17.3,18.5,1.5,10.4,17.6,2.4,32.2,11.4,37.6,33,13.7,3.4,0.9,16.2,83.8,27721,35484
718,6019001410,6,19,1410,9109,36.71449,-119.720108,"Census Tract 14.10, Fresno County, California",180700,2241,161,5.8,4.37,4.34,28.3,19,15,8.7,13.6,4.2,5.6,1,4.6,1.3,3.1,15.4,44.6,27.2,8.3,75.3,24.7,48829,56226
7333,6087121500,6,87,121500,4917,36.964776,-121.988205,"Census Tract 1215, Santa Cruz County, California",492200,2795,651,4.2,2.46,2.15,0.9,2.9,4.2,20,28.3,16,10.8,4.2,12.7,2.3,22.4,42.6,28.2,4.5,0,38.7,61.3,49335,75174
1097,6029005506,6,29,5506,5998,34.864352,-118.230537,"Census Tract 55.06, Kern County, California",155000,2223,381,5.4,2.7,3.48,9.5,9,19.4,29.4,7.6,12.3,6.8,2.2,3.9,2.9,6.9,22,42.1,21,5.1,77.7,22.3,46844,61521
11051,42125775200,42,125,775200,2344,40.181481,-79.860655,"Census Tract 7752, Washington County, Pennsylvania",52400,1387,410,5.5,2.5,1.58,0,0,7.8,0.6,6.4,1.7,14.9,13.4,55.2,2.8,13.3,28,41.7,13.7,0.5,67.2,32.8,30729,40491
6272,6073021202,6,73,21202,3156,32.840543,-116.635776,"Census Tract 212.02, San Diego County, California",354100,1283,206,5.2,2.59,2.9,8.7,6.7,13.3,23.2,21.2,5.1,2.7,4.9,14.3,5.9,15.2,20.9,37.9,15.7,4.4,77.4,22.6,65701,86197
664,6017030603,6,17,30603,3566,38.839118,-120.746663,"Census Tract 306.03, El Dorado County, California",311600,1965,596,5.2,2.31,2.49,3.9,7.9,14.7,27.8,20.2,10,6.5,1.6,7.4,2.9,8.7,34.3,43.2,8.3,2.6,80.9,19.1,57013,69970
4272,6059088502,6,59,88502,5249,33.778006,-117.915167,"Census Tract 885.02, Orange County, California",396000,1364,92,4.6,3.7,3.33,11.5,18.3,1.5,4.4,20,12.4,29,2.2,0.7,4.3,22.1,23.4,32.8,15.9,1.5,42.1,57.9,63403,67273
3904,6059021823,6,59,21823,3299,33.894789,-117.78248,"Census Tract 218.23, Orange County, California",627100,1049,0,6.7,3.06,3.76,9.2,0,2.1,17.8,56.4,13.8,0.7,0,0,0.6,0,2.4,47.4,38.1,11.5,83.9,16.1,109176,118036
4368,6059099802,6,59,99802,5111,33.757745,-117.99432,"Census Tract 998.02, Orange County, California",319200,2024,158,3.6,3.27,2.45,4.1,9.3,12.5,21.7,23.3,12.2,8.6,2.5,5.7,3.8,34.7,40.8,14.5,4.9,1.3,17.1,82.9,33929,42683
3068,6037575101,6,37,575101,4754,33.787831,-118.16308,"Census Tract 5751.01, Los Angeles County, California",311500,1571,154,4,3.27,3.47,0,0,15.3,31.1,10.2,8,5.7,10.4,19.2,0.6,23.1,61.3,11,3.9,0,31.8,68.2,43102,50373
5465,6071004301,6,71,4301,4677,34.112292,-117.346755,"Census Tract 43.01, San Bernardino County, California",200400,1190,58,5.6,4.66,5.77,1.8,2.6,5.1,14.1,15.8,21.3,37.9,0,1.4,0,2.6,8.4,46.4,39.6,3,58,42,52708,58027
7099,6085505401,6,85,505401,5957,37.348904,-121.988705,"Census Tract 5054.01, Santa Clara County, California",541900,2629,170,3.8,2.51,2.3,7.5,5.8,7.6,12,29,18.9,11.9,5.7,1.7,3.5,29.4,45.5,9.9,10.3,1.4,28.8,71.2,92630,98354
4943,6065051100,6,65,51100,6188,33.894269,-117.207553,"Census Tract 511, Riverside County, California",236900,1574,84,6,4,4.12,24.4,37.9,19.4,18.3,0,0,0,0,0,2.1,12.7,17,30.9,33.2,4.1,58,42,60224,69127
3661,6047001901,6,47,1901,5739,37.290931,-120.321233,"Census Tract 19.01, Merced County, California",186800,1548,167,5,3.98,3.79,9.9,5.3,17,14.4,22.2,7.5,8.9,11,3.8,6.8,6.4,20.7,44.8,18.9,2.4,59.7,40.3,34063,48881
7423,6095250604,6,95,250604,3842,38.072543,-122.218534,"Census Tract 2506.04, Solano County, California",309000,1593,71,6,2.61,2.46,3.2,4,32.8,57.8,1.6,0.7,0,0,0,0,5.1,23.9,27.9,32.5,10.5,82.8,17.2,98690,109543
10576,42101010900,42,101,10900,2313,39.964689,-75.190976,"Census Tract 109, Philadelphia County, Pennsylvania",75000,974,212,5.7,2.85,2.59,1.4,0,8.1,0,13.6,5.7,7.3,16.9,46.9,0.9,14.7,31.1,21.8,18,13.6,35.7,64.3,18788,39066
